Time_UTC,System_ID,Time_UTC,Seconds_in_day,Altitude,Latitude,Longitude,Temperature_diff_K,Absolute_temperature_degC,Relhumidity_diff_percent,Relhumidity_percent,Vapourpressure_diff_hPa,Vapourpressure_hPa,GPS_Altitude,T_adjusted,T_diff_adjusted
6/29/2022 19:32,3,6/29/2022 19:32,70378,209.6,47.993298,7.845442,1.33,25.91,18.1,74.3,7.988,25.335,281.938324,25.942099106,1.3620991060000005
6/29/2022 19:33,3,6/29/2022 19:33,70385,209.4,47.993502,7.845372,1.3,25.81,18.0,74.1,7.86,25.119,282.6882019,25.84697331235,1.3369733123499998
6/29/2022 19:33,3,6/29/2022 19:33,70391,208.7,47.993638,7.845508,1.1,25.61,18.0,74.1,7.549,24.808,282.9630432,25.6487597808,1.1387597807999996
6/29/2022 19:33,3,6/29/2022 19:33,70400,209.4,47.994008,7.84559,1.0,25.51,17.9,74.0,7.366,24.625,283.5922852,25.5528498538,1.0428498538
6/29/2022 19:33,3,6/29/2022 19:33,70426,220.2,47.994518,7.846035,1.0,25.51,18.0,74.1,7.394,24.653,282.4907837,25.545690094050002,1.0356900940500005
6/29/2022 19:33,3,6/29/2022 19:33,70433,224.9,47.994542,7.846273,0.6,25.1,19.0,75.2,7.146,24.405,282.8267517,25.137873886050002,0.6378738860500007
6/29/2022 19:34,3,6/29/2022 19:34,70450,245.7,47.99503,7.846333,0.66,25.1,18.7,75.2,7.098,24.405,282.7638245,25.137464859250002,0.6974648592500009
6/29/2022 19:34,3,6/29/2022 19:34,70456,251.5,47.995098,7.846117,0.56,25.0,18.7,75.2,6.946,24.253,282.7638245,25.03746485925,0.5974648592500009
6/29/2022 19:34,3,6/29/2022 19:34,70470,274.1,47.994875,7.845625,0.56,25.0,18.7,75.2,6.946,24.253,283.0787354,25.0395117801,0.5995117800999998
6/29/2022 19:34,3,6/29/2022 19:34,70496,304.5,47.994925,7.84416,0.56,25.0,19.0,75.5,7.056,24.363,284.6164856,25.0495071564,0.6095071564000007
6/29/2022 19:35,3,6/29/2022 19:35,70504,319.8,47.995045,7.843553,0.57,25.0,18.9,75.5,7.036,24.363,282.4650879,25.03552307135,0.6055230713499992
6/29/2022 19:35,3,6/29/2022 19:35,70514,327.2,47.9951,7.84294,0.57,25.0,18.8,75.4,7.008,24.335,279.7895203,25.01813188195,0.5881318819500013
6/29/2022 19:35,3,6/29/2022 19:35,70523,334.6,47.99514,7.84224,0.57,25.0,18.8,75.4,7.008,24.335,277.6826782,25.0044374083,0.5744374082999993
6/29/2022 19:35,3,6/29/2022 19:35,70532,341.2,47.995245,7.841538,0.57,25.0,18.9,75.5,7.036,24.363,274.6091003,24.98445915195,0.5544591519499985
6/29/2022 19:36,3,6/29/2022 19:36,70560,344.1,47.995678,7.840815,0.57,25.0,19.2,75.8,7.146,24.473,271.440979,24.9638663635,0.5338663634999993
6/29/2022 19:36,3,6/29/2022 19:36,70569,344.6,47.99579,7.84051,0.62,25.0,19.3,75.8,7.218,24.473,271.1142578,24.961742675700002,0.5817426757000018
6/29/2022 19:36,3,6/29/2022 19:36,70576,343.8,47.995882,7.840223,0.52,24.9,19.3,75.8,7.065,24.32,271.0895386,24.8615820009,0.4815820009000018
6/29/2022 19:36,3,6/29/2022 19:36,70582,340.4,47.995958,7.83995,0.42,24.8,19.2,75.7,6.885,24.141,270.8974609,24.760333495850002,0.38033349585000137
6/29/2022 19:36,3,6/29/2022 19:36,70591,335.4,47.996127,7.839472,0.42,24.8,19.3,75.8,6.913,24.168,271.0895996,24.7615823974,0.38158239740000083
6/29/2022 19:36,3,6/29/2022 19:36,70619,313.0,47.995897,7.83822,0.22,24.6,20.2,76.7,6.907,24.162,272.4926453,24.57070219445,0.1907021944499985
6/29/2022 19:37,3,6/29/2022 19:37,70634,301.0,47.996185,7.837075,0.26,24.6,20.0,76.8,6.881,24.189,272.9216919,24.573490997350003,0.23349099735000167
6/29/2022 19:37,3,6/29/2022 19:37,70639,296.0,47.996307,7.836683,0.15,24.5,20.4,77.2,6.863,24.172,272.6016235,24.47141055275,0.12141055275000098
6/29/2022 19:37,3,6/29/2022 19:37,70652,285.8,47.996267,7.836205,0.05,24.4,20.3,77.1,6.685,23.993,271.6421814,24.3651741791,0.015174179099999921
6/29/2022 19:37,3,6/29/2022 19:37,70658,278.8,47.995995,7.836027,0.15,24.5,20.3,77.2,6.836,24.145,271.6856689,24.46545684785,0.11545684784999963
6/29/2022 19:38,3,6/29/2022 19:38,70683,256.5,47.995723,7.835225,0.19,24.5,20.5,77.3,6.937,24.198,269.9949646,24.4544672699,0.1444672699000003
6/29/2022 19:38,3,6/29/2022 19:38,70693,255.2,47.995745,7.835203,0.19,24.5,20.6,77.4,6.964,24.225,269.9949646,24.4544672699,0.1444672699000003
6/29/2022 19:38,3,6/29/2022 19:38,70702,254.4,47.995745,7.83521,0.19,24.5,20.7,77.5,6.991,24.252,269.9949646,24.4544672699,0.1444672699000003
6/29/2022 19:38,3,6/29/2022 19:38,70711,254.3,47.995738,7.835202,0.19,24.5,20.7,77.5,6.991,24.252,269.9949646,24.4544672699,0.1444672699000003
6/29/2022 19:38,3,6/29/2022 19:38,70719,254.4,47.995737,7.835195,0.19,24.5,20.8,77.6,7.018,24.279,269.9949646,24.4544672699,0.1444672699000003
6/29/2022 19:39,3,6/29/2022 19:39,70748,255.0,47.99573,7.835167,0.25,24.5,20.6,77.5,7.013,24.252,269.9949646,24.4544672699,0.2044672699000003
6/29/2022 19:39,3,6/29/2022 19:39,70755,255.3,47.99573,7.835162,0.35,24.6,20.7,77.7,7.22,24.459,269.9949646,24.5544672699,0.3044672699000003
6/29/2022 19:39,3,6/29/2022 19:39,70761,255.5,47.995728,7.83516,0.35,24.6,20.7,77.7,7.22,24.459,269.9949646,24.5544672699,0.3044672699000003
6/29/2022 19:39,3,6/29/2022 19:39,70770,255.6,47.995727,7.835162,0.35,24.6,20.7,77.7,7.22,24.459,269.9949646,24.5544672699,0.3044672699000003
6/29/2022 19:39,3,6/29/2022 19:39,70776,255.7,47.995727,7.835153,0.35,24.6,20.7,77.7,7.22,24.459,269.9949646,24.5544672699,0.3044672699000003
6/29/2022 19:40,3,6/29/2022 19:40,70801,259.1,47.995822,7.834243,0.21,24.4,20.2,77.2,6.824,24.02,269.7623596,24.352955337399997,0.16295533739999882
6/29/2022 19:40,3,6/29/2022 19:40,70814,262.1,47.995262,7.833712,0.21,24.4,20.2,77.2,6.824,24.02,268.3367004,24.3436885526,0.15368855260000117
6/29/2022 19:40,3,6/29/2022 19:40,70823,263.4,47.994795,7.83336,0.21,24.4,20.3,77.3,6.85,24.046,267.5772705,24.338752258249997,0.1487522582499983
6/29/2022 19:40,3,6/29/2022 19:40,70831,263.6,47.994335,7.833032,0.11,24.3,20.6,77.6,6.779,23.975,266.6573181,24.232772567650002,0.042772567650001606
6/29/2022 19:40,3,6/29/2022 19:40,70841,263.4,47.993958,7.83262,0.11,24.3,20.7,77.7,6.832,24.028,263.8557129,24.214562133850002,0.024562133850001402
6/29/2022 19:41,3,6/29/2022 19:41,70868,259.4,47.993595,7.832433,0.16,24.3,20.5,77.7,6.813,24.028,263.3624573,24.21135597245,0.07135597245
6/29/2022 19:41,3,6/29/2022 19:41,70875,259.0,47.993602,7.832443,0.06,24.2,20.8,78.1,6.767,23.982,263.3624573,24.11135597245,-0.028644027550000006
6/29/2022 19:41,3,6/29/2022 19:41,70887,258.9,47.993347,7.83214,0.06,24.2,20.8,78.1,6.767,23.982,263.2044373,24.11032884245,-0.02967115755000066
6/29/2022 19:41,3,6/29/2022 19:41,70894,258.3,47.99309,7.831892,-0.04,24.1,20.8,78.1,6.616,23.831,263.3665771,24.011382751150002,-0.12861724884999945
6/29/2022 19:41,3,6/29/2022 19:41,70900,258.3,47.992832,7.831858,0.06,24.2,20.9,78.1,6.793,24.008,263.5942078,24.1128623507,-0.027137649300000677
6/29/2022 19:42,3,6/29/2022 19:42,70927,260.4,47.991685,7.83104,0.07,24.2,20.6,78.1,6.711,24.008,263.9429016,24.1151288604,-0.014871139600000582
6/29/2022 19:42,3,6/29/2022 19:42,70934,259.2,47.991392,7.830818,-0.03,24.1,21.0,78.6,6.691,23.988,263.6427612,24.013177947800003,-0.11682205219999872
6/29/2022 19:42,3,6/29/2022 19:42,70943,259.3,47.991007,7.830525,-0.03,24.1,20.8,78.4,6.639,23.935,262.9200439,24.00848028535,-0.1215197146500013
6/29/2022 19:42,3,6/29/2022 19:42,70953,260.5,47.990613,7.830223,-0.03,24.1,20.9,78.5,6.665,23.962,262.5726929,24.00622250385,-0.12377749615000042
6/29/2022 19:42,3,6/29/2022 19:42,70962,260.8,47.990242,7.829937,-0.03,24.1,21.0,78.6,6.691,23.988,261.9441223,24.00213679495,-0.12786320505000034
6/29/2022 19:43,3,6/29/2022 19:43,70990,255.0,47.989092,7.829063,-0.22,23.9,20.7,78.5,6.306,23.661,259.6257019,23.787067062349998,-0.332932937650001
6/29/2022 19:43,3,6/29/2022 19:43,70999,252.5,47.988767,7.8288,-0.22,23.9,20.8,78.5,6.332,23.686,259.6052246,23.786933959899997,-0.3330660401000014
6/29/2022 19:43,3,6/29/2022 19:43,71006,250.3,47.988522,7.828623,-0.22,23.9,20.7,78.5,6.306,23.661,259.2652283,23.78472398395,-0.3352760160500001
6/29/2022 19:43,3,6/29/2022 19:43,71012,248.0,47.98829,7.828485,-0.22,23.9,20.7,78.5,6.306,23.661,259.4854736,23.7861555784,-0.3338444215999996
6/29/2022 19:43,3,6/29/2022 19:43,71019,245.4,47.988007,7.82837,-0.12,24.0,20.6,78.4,6.43,23.785,260.1929626,23.8907542569,-0.22924574310000068
6/29/2022 19:44,3,6/29/2022 19:44,71044,232.7,47.987667,7.828315,-0.12,24.0,20.5,78.3,6.391,23.759,262.2800598,23.9043203887,-0.21567961129999957
6/29/2022 19:44,3,6/29/2022 19:44,71051,229.1,47.987625,7.82816,-0.02,24.1,20.1,78.0,6.437,23.805,262.2800598,24.004320388700002,-0.11567961129999958
6/29/2022 19:44,3,6/29/2022 19:44,71060,228.1,47.987387,7.827893,-0.02,24.1,20.3,78.1,6.49,23.857,263.0531006,24.0093451539,-0.11065484610000141
6/29/2022 19:44,3,6/29/2022 19:44,71068,227.4,47.987062,7.827667,-0.12,24.0,20.0,77.9,6.261,23.629,263.5971985,23.91288179025,-0.20711820974999895
6/29/2022 19:44,3,6/29/2022 19:44,71078,228.0,47.986708,7.827517,-0.02,24.1,20.2,78.1,6.463,23.831,263.88797,24.014771805000002,-0.10522819499999912
6/29/2022 19:45,3,6/29/2022 19:45,71105,222.0,47.9867,7.826187,0.01,24.1,19.6,77.5,6.302,23.674,262.3022156,24.0044644014,-0.0855355986000015
6/29/2022 19:45,3,6/29/2022 19:45,71115,218.3,47.986723,7.825892,0.01,24.1,19.9,77.8,6.38,23.752,262.0575562,24.002874115300003,-0.08712588469999873
6/29/2022 19:45,3,6/29/2022 19:45,71120,215.4,47.986728,7.825775,0.01,24.1,19.9,77.8,6.38,23.752,261.9766541,24.00234825165,-0.08765174834999968
6/29/2022 19:45,3,6/29/2022 19:45,71127,214.5,47.986727,7.825532,0.01,24.1,19.9,77.8,6.38,23.752,261.9766541,24.00234825165,-0.08765174834999968
6/29/2022 19:45,3,6/29/2022 19:45,71134,213.4,47.98669,7.825357,0.01,24.1,20.1,78.1,6.459,23.831,261.9561157,24.00221475205,-0.0877852479500001
6/29/2022 19:46,3,6/29/2022 19:46,71161,218.3,47.98675,7.825088,0.04,24.1,20.5,78.6,6.615,23.988,261.5786743,23.999761382950002,-0.06023861704999959
6/29/2022 19:46,3,6/29/2022 19:46,71167,218.6,47.98676,7.824993,-0.06,24.0,20.3,78.3,6.386,23.759,261.5786743,23.89976138295,-0.1602386170499996
6/29/2022 19:46,3,6/29/2022 19:46,71176,219.7,47.986812,7.824817,-0.06,24.0,20.1,78.1,6.334,23.707,260.8390503,23.89495382695,-0.16504617304999897
6/29/2022 19:46,3,6/29/2022 19:46,71185,219.9,47.986853,7.82449,-0.06,24.0,20.1,78.1,6.334,23.707,260.8520203,23.89503813195,-0.16496186805000107
6/29/2022 19:46,3,6/29/2022 19:46,71191,218.9,47.986858,7.824423,-0.06,24.0,19.9,78.0,6.282,23.655,260.1383667,23.89039938355,-0.16960061644999896
6/29/2022 19:47,3,6/29/2022 19:47,71220,226.8,47.98752,7.824838,-0.06,24.0,20.0,78.0,6.308,23.681,261.5752258,23.8997389677,-0.1602610323000006
6/29/2022 19:47,3,6/29/2022 19:47,71229,228.7,47.98769,7.824977,-0.01,24.0,20.0,78.0,6.355,23.681,261.5752258,23.8997389677,-0.1102610323000006
6/29/2022 19:47,3,6/29/2022 19:47,71243,232.5,47.987508,7.82477,-0.01,24.0,20.0,78.0,6.355,23.681,260.7886047,23.89462593055,-0.11537406945000071
6/29/2022 19:47,3,6/29/2022 19:47,71252,232.8,47.98744,7.82442,-0.11,23.9,20.0,78.0,6.206,23.531,260.1090698,23.7902089537,-0.2197910462999998
6/29/2022 19:47,3,6/29/2022 19:47,71260,232.8,47.987635,7.824,-0.11,23.9,20.1,78.1,6.231,23.557,259.4969788,23.786230362199998,-0.2237696378000008
6/29/2022 19:48,3,6/29/2022 19:48,71289,232.3,47.98801,7.82279,-0.08,23.9,19.7,78.1,6.153,23.557,259.1257629,23.78381745885,-0.19618254114999972
6/29/2022 19:48,3,6/29/2022 19:48,71296,233.6,47.98814,7.822483,-0.08,23.9,19.7,78.1,6.153,23.557,259.6333618,23.7871168517,-0.19288314829999992
6/29/2022 19:48,3,6/29/2022 19:48,71305,233.5,47.988257,7.822067,-0.08,23.9,19.7,78.1,6.153,23.557,260.8053589,23.794734832849997,-0.18526516715000158
6/29/2022 19:48,3,6/29/2022 19:48,71313,230.6,47.98834,7.821687,-0.08,23.9,19.7,78.1,6.153,23.557,260.6194763,23.79352659595,-0.18647340404999996
6/29/2022 19:48,3,6/29/2022 19:48,71327,226.4,47.988528,7.821233,-0.08,23.9,19.8,78.3,6.205,23.609,260.3651123,23.79187322995,-0.18812677004999928
6/29/2022 19:49,3,6/29/2022 19:49,71356,233.3,47.988767,7.820113,-0.03,23.9,19.9,78.5,6.26,23.661,258.5651245,23.78017330925,-0.1498266907499992
6/29/2022 19:49,3,6/29/2022 19:49,71364,233.3,47.988928,7.819675,-0.13,23.8,19.8,78.4,6.085,23.486,258.6405334,23.6806634671,-0.24933653290000024
6/29/2022 19:49,3,6/29/2022 19:49,71371,233.7,47.989013,7.819427,-0.13,23.8,19.9,78.4,6.11,23.511,258.8752136,23.6821888884,-0.2478111116000018
6/29/2022 19:49,3,6/29/2022 19:49,71378,236.9,47.988895,7.81922,-0.13,23.8,19.9,78.4,6.11,23.511,258.565033,23.6801727145,-0.24982728550000133
6/29/2022 19:49,3,6/29/2022 19:49,71385,240.5,47.988628,7.819007,-0.13,23.8,19.9,78.4,6.11,23.511,258.1252747,23.67731428555,-0.2526857144500002
6/29/2022 19:50,3,6/29/2022 19:50,71409,247.3,47.987595,7.81835,-0.1,23.8,19.7,78.5,6.11,23.537,258.5317993,23.679956695450002,-0.22004330454999846
6/29/2022 19:50,3,6/29/2022 19:50,71416,250.3,47.987288,7.818243,-0.1,23.8,19.7,78.5,6.11,23.537,258.7261963,23.68122027595,-0.21877972405000037
6/29/2022 19:50,3,6/29/2022 19:50,71425,253.6,47.986927,7.81829,-0.1,23.8,19.9,78.7,6.161,23.588,259.4201355,23.68573088075,-0.21426911925000028
6/29/2022 19:50,3,6/29/2022 19:50,71435,257.1,47.986543,7.818407,-0.1,23.8,20.0,78.8,6.187,23.614,259.7700195,23.68800512675,-0.21199487325000135
6/29/2022 19:50,3,6/29/2022 19:50,71449,263.9,47.98597,7.818515,0.0,23.9,19.7,78.5,6.259,23.686,260.4136658,23.7921888277,-0.10781117229999992
6/29/2022 19:51,3,6/29/2022 19:51,71476,268.0,47.985665,7.817102,0.03,23.9,19.6,78.5,6.243,23.686,258.0504456,23.776827896399997,-0.09317210360000175
6/29/2022 19:51,3,6/29/2022 19:51,71483,268.5,47.985633,7.816638,-0.27,23.59,20.2,79.2,6.0,23.443,257.8557129,23.46556213385,-0.3944378661500001
6/29/2022 19:51,3,6/29/2022 19:51,71490,269.6,47.985608,7.816252,-0.27,23.59,20.3,79.3,6.025,23.469,257.5975647,23.46388417055,-0.3961158294500007
6/29/2022 19:51,3,6/29/2022 19:51,71497,269.9,47.985612,7.815872,-0.27,23.59,19.5,78.5,5.797,23.241,257.2576599,23.46167478935,-0.3983252106500008
6/29/2022 19:51,3,6/29/2022 19:51,71505,273.6,47.985427,7.815817,-0.37,23.49,21.0,80.0,6.078,23.522,257.0499268,23.3603245242,-0.49967547579999916
6/29/2022 19:52,3,6/29/2022 19:52,71534,272.9,47.985008,7.815185,-0.44,23.39,20.9,80.2,5.935,23.448,256.8246765,23.25886039725,-0.5711396027500002
6/29/2022 19:52,3,6/29/2022 19:52,71541,271.4,47.984993,7.815155,-0.64,23.19,20.9,80.3,5.664,23.177,256.8246765,23.05886039725,-0.7711396027500003
6/29/2022 19:52,3,6/29/2022 19:52,71550,271.3,47.984985,7.815148,-0.64,23.19,20.8,80.1,5.614,23.127,256.8246765,23.05886039725,-0.7711396027500003
6/29/2022 19:52,3,6/29/2022 19:52,71561,271.0,47.984707,7.815027,-0.64,23.19,20.9,80.2,5.639,23.152,256.7536621,23.05839880365,-0.771601196350001
6/29/2022 19:52,3,6/29/2022 19:52,71572,270.8,47.984317,7.814922,-0.64,23.19,20.7,80.0,5.59,23.103,256.7892151,23.058629898150002,-0.7713701018499991
6/29/2022 19:53,3,6/29/2022 19:53,71606,265.0,47.98354,7.815637,-0.68,23.09,21.0,80.6,5.595,23.128,254.2397308,22.9420582502,-0.8279417498000011
6/29/2022 19:53,3,6/29/2022 19:53,71615,256.5,47.983562,7.816077,-0.78,22.99,20.9,80.5,5.424,22.957,254.3116302,22.8425255963,-0.9274744036999987
6/29/2022 19:53,3,6/29/2022 19:53,71621,254.5,47.983513,7.815808,-0.78,22.99,21.1,80.7,5.473,23.006,254.2397308,22.842058250199997,-0.9279417498000011
6/29/2022 19:53,3,6/29/2022 19:53,71628,255.3,47.983248,7.815657,-0.88,22.89,21.3,80.9,5.399,22.933,253.6484528,22.7382149432,-1.0317850568000013
6/29/2022 19:53,3,6/29/2022 19:53,71635,252.7,47.982962,7.815692,-0.98,22.79,21.6,81.2,5.35,22.883,253.5785675,22.63776068875,-1.1322393112499998
6/29/2022 19:54,3,6/29/2022 19:54,71660,245.2,47.982485,7.816368,-1.41,22.28,22.6,82.5,4.991,22.538,254.1359253,22.13138351445,-1.5586164855500007
6/29/2022 19:54,3,6/29/2022 19:54,71672,237.1,47.982472,7.817013,-1.31,22.39,22.5,82.4,5.089,22.635,253.5012054,22.2372578351,-1.4627421649000012
6/29/2022 19:54,3,6/29/2022 19:54,71679,233.3,47.982442,7.817407,-1.31,22.39,22.3,82.2,5.042,22.588,252.9292755,22.23354029075,-1.466459709250001
6/29/2022 19:54,3,6/29/2022 19:54,71684,230.5,47.98241,7.817718,-1.21,22.49,21.9,81.8,5.068,22.615,252.7064056,22.332091636399998,-1.3679083636000007
6/29/2022 19:54,3,6/29/2022 19:54,71694,227.7,47.982365,7.818277,-1.21,22.49,21.9,81.8,5.068,22.615,253.4127197,22.33668267805,-1.3633173219499986
6/29/2022 19:55,3,6/29/2022 19:55,71720,234.6,47.982342,7.819743,-0.96,22.69,21.1,81.2,5.166,22.738,255.454895,22.5499568175,-1.1000431825000012
6/29/2022 19:55,3,6/29/2022 19:55,71728,241.3,47.982082,7.819888,-0.96,22.69,20.7,80.9,5.071,22.642,254.8260956,22.5458696214,-1.1041303785999999
6/29/2022 19:55,3,6/29/2022 19:55,71738,247.6,47.98174,7.820012,-0.76,22.89,20.5,80.7,5.288,22.86,254.3190308,22.7425737002,-0.9074262997999993
6/29/2022 19:55,3,6/29/2022 19:55,71747,252.3,47.981387,7.820168,-0.66,22.99,20.1,80.3,5.337,22.908,253.7533875,22.83889701875,-0.8111029812499985
6/29/2022 19:56,3,6/29/2022 19:56,71761,258.5,47.980868,7.820435,-0.51,23.09,20.0,80.3,5.473,23.055,254.9487152,22.9466666488,-0.653333351199999
6/29/2022 19:56,3,6/29/2022 19:56,71788,264.9,47.98006,7.820982,-0.61,22.99,19.9,80.3,5.327,22.908,256.1598206,22.854538833899998,-0.7454611661000007
6/29/2022 19:56,3,6/29/2022 19:56,71795,264.5,47.980005,7.82106,-0.41,23.19,19.4,79.7,5.447,23.029,256.4278564,23.0562810666,-0.5437189334000008
6/29/2022 19:56,3,6/29/2022 19:56,71805,263.7,47.979802,7.821358,-0.41,23.19,19.3,79.7,5.422,23.004,257.3817749,23.06248153685,-0.5375184631500003
6/29/2022 19:56,3,6/29/2022 19:56,71814,263.2,47.979543,7.821673,-0.31,23.29,19.3,79.7,5.569,23.15,257.7988281,23.165192382649998,-0.434807617350001
6/29/2022 19:57,3,6/29/2022 19:57,71823,261.3,47.979277,7.822017,-0.29,23.29,19.2,79.8,5.569,23.2,257.770752,23.165009888,-0.41499011199999897
6/29/2022 19:57,3,6/29/2022 19:57,71851,264.3,47.978417,7.823298,-0.19,23.39,18.9,79.5,5.617,23.248,256.1300354,23.2543452301,-0.32565476990000036
6/29/2022 19:57,3,6/29/2022 19:57,71865,265.6,47.978088,7.824008,-0.19,23.39,18.9,79.5,5.617,23.248,256.3738403,23.25592996195,-0.32407003805000173
6/29/2022 19:57,3,6/29/2022 19:57,71872,266.2,47.978007,7.82409,-0.19,23.39,18.9,79.5,5.617,23.248,257.1992798,23.2612953187,-0.31870468130000035
6/29/2022 19:57,3,6/29/2022 19:57,71877,265.8,47.978033,7.8239,-0.19,23.39,18.7,79.3,5.567,23.198,256.3738403,23.25592996195,-0.32407003805000173
6/29/2022 19:58,3,6/29/2022 19:58,71884,264.7,47.97807,7.823582,-0.13,23.39,18.6,79.4,5.577,23.223,255.7929688,23.2521542972,-0.2678457028
6/29/2022 19:58,3,6/29/2022 19:58,71910,261.3,47.97748,7.822725,-0.23,23.29,18.6,79.5,5.455,23.101,256.1687622,23.1545969543,-0.3654030456999986
6/29/2022 19:58,3,6/29/2022 19:58,71917,260.9,47.977277,7.822693,-0.33,23.19,17.9,78.8,5.111,22.757,256.022583,23.0536467895,-0.46635321050000117
6/29/2022 19:58,3,6/29/2022 19:58,71926,259.9,47.977122,7.823105,-0.33,23.19,19.0,79.9,5.432,23.078,256.0088806,23.053557723900003,-0.4664422760999986
6/29/2022 19:58,3,6/29/2022 19:58,71935,259.9,47.977018,7.823487,-0.33,23.19,19.1,80.0,5.457,23.103,256.0780334,23.0540072171,-0.46599278290000073
6/29/2022 19:59,3,6/29/2022 19:59,71943,259.4,47.976677,7.823402,-0.29,23.19,19.0,80.0,5.456,23.103,256.4380798,23.0563475187,-0.4236524813000004
6/29/2022 19:59,3,6/29/2022 19:59,71970,260.2,47.976237,7.822675,-0.69,22.79,20.4,81.4,5.285,22.932,255.9319916,22.6530579454,-0.8269420545999986
6/29/2022 19:59,3,6/29/2022 19:59,71980,259.3,47.976352,7.822197,-0.69,22.79,20.4,81.5,5.309,22.956,255.6696625,22.65135280625,-0.8286471937499997
6/29/2022 19:59,3,6/29/2022 19:59,71987,260.3,47.976228,7.82205,-0.79,22.69,20.8,81.8,5.259,22.906,255.6696625,22.55135280625,-0.9286471937499998
6/29/2022 19:59,3,6/29/2022 19:59,71996,262.1,47.975982,7.821887,-0.99,22.49,21.2,82.2,5.087,22.733,254.34758,22.34275927,-1.13724073
6/29/2022 20:00,3,6/29/2022 20:00,72010,263.5,47.975672,7.821752,-0.95,22.49,20.6,82.0,4.972,22.662,253.9241028,22.340006668199997,-1.099993331800001
6/29/2022 20:00,3,6/29/2022 20:00,72039,256.8,47.975258,7.822613,-0.95,22.49,20.5,81.9,4.948,22.639,255.7252502,22.3517141263,-1.0882858736999992
6/29/2022 20:00,3,6/29/2022 20:00,72046,255.5,47.97517,7.822962,-0.85,22.59,20.0,81.4,4.95,22.641,256.9112854,22.4594233551,-0.9805766448999996
6/29/2022 20:01,3,6/29/2022 20:01,72065,251.9,47.974852,7.824033,-0.69,22.69,19.7,81.3,5.048,22.762,260.8896179,22.585282516350002,-0.7947174836499991
6/29/2022 20:01,3,6/29/2022 20:01,72074,251.4,47.974728,7.824492,-0.69,22.69,19.5,81.1,5.0,22.714,262.0559387,22.59286360155,-0.7871363984500008
6/29/2022 20:01,3,6/29/2022 20:01,72083,250.3,47.97459,7.82494,-0.69,22.69,19.4,81.1,4.976,22.69,262.3514404,22.594784362600002,-0.785215637399999
6/29/2022 20:01,3,6/29/2022 20:01,72119,247.6,47.97418,7.82669,-0.49,22.89,18.9,80.6,5.121,22.836,263.1845398,22.8001995087,-0.5798004913000001
6/29/2022 20:02,3,6/29/2022 20:02,72143,258.7,47.973972,7.8276,-0.43,22.89,18.4,80.3,5.05,22.763,264.3257751,22.80761753815,-0.512382461849999
6/29/2022 20:02,3,6/29/2022 20:02,72151,264.2,47.973948,7.82795,-0.33,22.99,18.5,80.3,5.195,22.908,264.8399048,22.910959381199998,-0.4090406188000006
6/29/2022 20:02,3,6/29/2022 20:02,72161,268.1,47.973967,7.82828,-0.43,22.89,18.4,80.3,5.05,22.763,265.4873047,22.815167480550002,-0.5048325194499983
6/29/2022 20:02,3,6/29/2022 20:02,72170,271.9,47.973917,7.828342,-0.43,22.89,18.4,80.2,5.026,22.738,265.4873047,22.815167480550002,-0.5048325194499983
6/29/2022 20:03,3,6/29/2022 20:03,72195,283.6,47.97295,7.8284,-0.37,22.89,18.2,80.3,5.06,22.763,268.3755798,22.833941268700002,-0.4260587312999985
6/29/2022 20:03,3,6/29/2022 20:03,72202,278.8,47.972728,7.828323,-0.47,22.79,18.5,80.6,4.987,22.69,269.0808105,22.738525268249997,-0.5214747317500017
6/29/2022 20:03,3,6/29/2022 20:03,72209,276.7,47.972527,7.828188,-0.47,22.79,18.6,80.6,5.011,22.715,269.5646667,22.741670333549997,-0.5183296664500017
6/29/2022 20:03,3,6/29/2022 20:03,72215,272.0,47.972345,7.828267,-0.37,22.89,18.6,80.7,5.157,22.86,269.8979797,22.84383686805,-0.4161631319499993
6/29/2022 20:03,3,6/29/2022 20:03,72222,271.1,47.972265,7.828315,-0.47,22.79,18.6,80.6,5.011,22.715,269.8979797,22.74383686805,-0.5161631319499993
6/29/2022 20:04,3,6/29/2022 20:04,72250,271.5,47.971608,7.827715,-0.42,22.79,18.2,80.6,4.96,22.69,269.2234802,22.7394526213,-0.47054737869999924
6/29/2022 20:04,3,6/29/2022 20:04,72259,271.3,47.971722,7.827087,-0.52,22.69,18.5,80.9,4.912,22.642,268.0241394,22.6316569061,-0.5783430938999996
6/29/2022 20:04,3,6/29/2022 20:04,72273,268.8,47.971418,7.82649,-0.62,22.59,18.5,80.9,4.768,22.498,267.0207214,22.5251346891,-0.6848653109000001
6/29/2022 20:04,3,6/29/2022 20:04,72282,268.5,47.971018,7.8264,-0.62,22.59,18.9,81.2,4.863,22.593,266.4745483,22.52158456395,-0.6884154360499996
6/29/2022 20:04,3,6/29/2022 20:04,72291,269.6,47.9707,7.826337,-0.62,22.59,18.9,81.2,4.863,22.593,266.2643433,22.52021823145,-0.6897817685500013
6/29/2022 20:05,3,6/29/2022 20:05,72319,270.6,47.970642,7.826307,-0.58,22.59,18.7,81.2,4.841,22.593,266.2643433,22.52021823145,-0.6497817685500012
6/29/2022 20:05,3,6/29/2022 20:05,72326,271.3,47.970478,7.826273,-0.58,22.59,18.7,81.3,4.865,22.617,266.3419189,22.52072247285,-0.6492775271499996
